Team 1,Team 2,Winner,Margin,Ground,Match Date,ODI No
England,Sri Lanka,England,4 wickets,Brisbane,"Jan 11, 1999",ODI # 1380
New Zealand,India,India,2 wickets,Napier,"Jan 12, 1999",ODI # 1381
Australia,Sri Lanka,Australia,8 wickets,Sydney,"Jan 13, 1999",ODI # 1382
New Zealand,India,no result,,Wellington,"Jan 14, 1999",ODI # 1383
Australia,England,Australia,9 wickets,Melbourne,"Jan 15, 1999",ODI # 1384
New Zealand,India,India,5 wickets,Auckland,"Jan 16, 1999",ODI # 1385
Australia,England,England,7 runs,Sydney,"Jan 17, 1999",ODI # 1386
New Zealand,India,New Zealand,70 runs,Christchurch,"Jan 19, 1999",ODI # 1387
England,Sri Lanka,England,7 wickets,Melbourne,"Jan 19, 1999",ODI # 1388
Australia,Sri Lanka,Sri Lanka,3 wickets,Hobart,"Jan 21, 1999",ODI # 1389
South Africa,West Indies,South Africa,2 wickets,Johannesburg,"Jan 22, 1999",ODI # 1390
England,Sri Lanka,Sri Lanka,1 wicket,Adelaide,"Jan 23, 1999",ODI # 1391
Australia,Sri Lanka,Australia,80 runs,Adelaide,"Jan 24, 1999",ODI # 1392
South Africa,West Indies,West Indies,43 runs,East London,"Jan 24, 1999",ODI # 1393
Australia,England,Australia,16 runs,Adelaide,"Jan 26, 1999",ODI # 1394
South Africa,West Indies,South Africa,55 runs,Durban,"Jan 27, 1999",ODI # 1395
England,Sri Lanka,England,128 runs,Perth,"Jan 29, 1999",ODI # 1396
South Africa,West Indies,South Africa,99 runs,Port Elizabeth,"Jan 30, 1999",ODI # 1397
Australia,Sri Lanka,Australia,45 runs,Perth,"Jan 31, 1999",ODI # 1398
South Africa,West Indies,South Africa,89 runs,Cape Town,"Feb 2, 1999",ODI # 1399
England,Sri Lanka,Sri Lanka,11 runs,Sydney,"Feb 3, 1999",ODI # 1400
Australia,England,Australia,4 wickets,Sydney,"Feb 5, 1999",ODI # 1401
South Africa,West Indies,South Africa,114 runs,Bloemfontein,"Feb 5, 1999",ODI # 1402
Australia,Sri Lanka,Australia,43 runs,Melbourne,"Feb 7, 1999",ODI # 1403
South Africa,West Indies,South Africa,50 runs,Centurion,"Feb 7, 1999",ODI # 1404
Australia,England,Australia,10 runs,Sydney,"Feb 10, 1999",ODI # 1405
Australia,England,Australia,162 runs,Melbourne,"Feb 13, 1999",ODI # 1406
New Zealand,South Africa,New Zealand,3 wickets,Dunedin,"Feb 14, 1999",ODI # 1407
New Zealand,South Africa,South Africa,7 wickets,Christchurch,"Feb 17, 1999",ODI # 1408
New Zealand,South Africa,New Zealand,7 wickets,Auckland,"Feb 20, 1999",ODI # 1409
Bangladesh,Pakistan,Pakistan,152 runs,Dhaka,"Mar 16, 1999",ODI # 1410
Pakistan,Sri Lanka,Pakistan,9 runs,Jamshedpur,"Mar 19, 1999",ODI # 1411
Kenya,Zimbabwe,Zimbabwe,133 runs,Dhaka,"Mar 19, 1999",ODI # 1412
Bangladesh,Kenya,Kenya,8 wickets,Dhaka,"Mar 20, 1999",ODI # 1413
Bangladesh,Zimbabwe,Zimbabwe,126 runs,Dhaka,"Mar 21, 1999",ODI # 1414
India,Sri Lanka,India,80 runs,Nagpur,"Mar 22, 1999",ODI # 1415
Kenya,Zimbabwe,Zimbabwe,64 runs,Dhaka,"Mar 23, 1999",ODI # 1416
India,Pakistan,Pakistan,143 runs,Jaipur,"Mar 24, 1999",ODI # 1417
Bangladesh,Kenya,Kenya,73 runs,Dhaka,"Mar 24, 1999",ODI # 1418
New Zealand,South Africa,no result,,Napier,"Mar 25, 1999",ODI # 1419
Bangladesh,Zimbabwe,Zimbabwe,3 wickets,Dhaka,"Mar 25, 1999",ODI # 1420
New Zealand,South Africa,South Africa,2 wickets,Napier,"Mar 26, 1999",ODI # 1421
New Zealand,South Africa,South Africa,143 runs,Auckland,"Mar 27, 1999",ODI # 1422
Pakistan,Sri Lanka,Sri Lanka,12 runs,Visakhapatnam,"Mar 27, 1999",ODI # 1423
Kenya,Zimbabwe,Zimbabwe,202 runs,Dhaka,"Mar 27, 1999",ODI # 1424
New Zealand,South Africa,no result,,Wellington,"Mar 30, 1999",ODI # 1425
India,Sri Lanka,India,51 runs,Pune,"Mar 30, 1999",ODI # 1426
India,Pakistan,Pakistan,7 wickets,Mohali,"Apr 1, 1999",ODI # 1427
India,Pakistan,Pakistan,123 runs,Bengaluru,"Apr 4, 1999",ODI # 1428
England,Pakistan,Pakistan,90 runs,Sharjah,"Apr 7, 1999",ODI # 1429
India,Pakistan,Pakistan,116 runs,Sharjah,"Apr 8, 1999",ODI # 1430
England,India,India,20 runs,Sharjah,"Apr 9, 1999",ODI # 1431
England,India,India,9 runs,Sharjah,"Apr 11, 1999",ODI # 1432
West Indies,Australia,West Indies,44 runs,Kingstown,"Apr 11, 1999",ODI # 1433
England,Pakistan,England,62 runs,Sharjah,"Apr 12, 1999",ODI # 1434
India,Pakistan,India,6 wickets,Sharjah,"Apr 13, 1999",ODI # 1435
West Indies,Australia,Australia,46 runs,St George's,"Apr 14, 1999",ODI # 1436
India,Pakistan,Pakistan,8 wickets,Sharjah,"Apr 16, 1999",ODI # 1437
West Indies,Australia,West Indies,5 wickets,Port of Spain,"Apr 17, 1999",ODI # 1438
West Indies,Australia,Australia,20 runs,Port of Spain,"Apr 18, 1999",ODI # 1439
West Indies,Australia,tied,,Georgetown,"Apr 21, 1999",ODI # 1440
West Indies,Australia,Australia,4 wickets,Bridgetown,"Apr 24, 1999",ODI # 1441
West Indies,Australia,West Indies,8 wickets,Bridgetown,"Apr 25, 1999",ODI # 1442
England,Sri Lanka,England,8 wickets,Lord's,"May 14, 1999",ODI # 1443
India,South Africa,South Africa,4 wickets,Hove,"May 15, 1999",ODI # 1444
Kenya,Zimbabwe,Zimbabwe,5 wickets,Taunton,"May 15, 1999",ODI # 1445
Australia,Scotland,Australia,6 wickets,Worcester,"May 16, 1999",ODI # 1446
Pakistan,West Indies,Pakistan,27 runs,Bristol,"May 16, 1999",ODI # 1447
Bangladesh,New Zealand,New Zealand,6 wickets,Chelmsford,"May 17, 1999",ODI # 1448
England,Kenya,England,9 wickets,Canterbury,"May 18, 1999",ODI # 1449
India,Zimbabwe,Zimbabwe,3 runs,Leicester,"May 19, 1999",ODI # 1450
South Africa,Sri Lanka,South Africa,89 runs,Northampton,"May 19, 1999",ODI # 1451
Australia,New Zealand,New Zealand,5 wickets,Cardiff,"May 20, 1999",ODI # 1452
Pakistan,Scotland,Pakistan,94 runs,Chester-le-Street,"May 20, 1999",ODI # 1453
Bangladesh,West Indies,West Indies,7 wickets,Dublin,"May 21, 1999",ODI # 1454
England,South Africa,South Africa,122 runs,The Oval,"May 22, 1999",ODI # 1455
Sri Lanka,Zimbabwe,Sri Lanka,4 wickets,Worcester,"May 22, 1999",ODI # 1456
India,Kenya,India,94 runs,Bristol,"May 23, 1999",ODI # 1457
Australia,Pakistan,Pakistan,10 runs,Leeds,"May 23, 1999",ODI # 1458
Scotland,Bangladesh,Bangladesh,22 runs,Edinburgh,"May 24, 1999",ODI # 1459
New Zealand,West Indies,West Indies,7 wickets,Southampton,"May 24, 1999",ODI # 1460
England,Zimbabwe,England,7 wickets,Nottingham,"May 25, 1999",ODI # 1461
Kenya,South Africa,South Africa,7 wickets,Amstelveen,"May 26, 1999",ODI # 1462
India,Sri Lanka,India,157 runs,Taunton,"May 26, 1999",ODI # 1463
Australia,Bangladesh,Australia,7 wickets,Chester-le-Street,"May 27, 1999",ODI # 1464
Scotland,West Indies,West Indies,8 wickets,Leicester,"May 27, 1999",ODI # 1465
New Zealand,Pakistan,Pakistan,62 runs,Derby,"May 28, 1999",ODI # 1466
England,India,India,63 runs,Birmingham,"May 29-30, 1999",ODI # 1467
South Africa,Zimbabwe,Zimbabwe,48 runs,Chelmsford,"May 29, 1999",ODI # 1468
Kenya,Sri Lanka,Sri Lanka,45 runs,Southampton,"May 30, 1999",ODI # 1469
Australia,West Indies,Australia,6 wickets,Manchester,"May 30, 1999",ODI # 1470
Bangladesh,Pakistan,Bangladesh,62 runs,Northampton,"May 31, 1999",ODI # 1471
Scotland,New Zealand,New Zealand,6 wickets,Edinburgh,"May 31, 1999",ODI # 1472
Australia,India,Australia,77 runs,The Oval,"Jun 4, 1999",ODI # 1473
Pakistan,South Africa,South Africa,3 wickets,Nottingham,"Jun 5, 1999",ODI # 1474
New Zealand,Zimbabwe,no result,,Leeds,"Jun 6-7, 1999",ODI # 1475
India,Pakistan,India,47 runs,Manchester,"Jun 8, 1999",ODI # 1476
Australia,Zimbabwe,Australia,44 runs,Lord's,"Jun 9, 1999",ODI # 1477
New Zealand,South Africa,South Africa,74 runs,Birmingham,"Jun 10, 1999",ODI # 1478
Pakistan,Zimbabwe,Pakistan,148 runs,The Oval,"Jun 11, 1999",ODI # 1479
India,New Zealand,New Zealand,5 wickets,Nottingham,"Jun 12, 1999",ODI # 1480
Australia,South Africa,Australia,5 wickets,Leeds,"Jun 13, 1999",ODI # 1481
New Zealand,Pakistan,Pakistan,9 wickets,Manchester,"Jun 16, 1999",ODI # 1482
Australia,South Africa,tied,,Birmingham,"Jun 17, 1999",ODI # 1483
Australia,Pakistan,Australia,8 wickets,Lord's,"Jun 20, 1999",ODI # 1484
Sri Lanka,Australia,Australia,50 runs,Galle,"Aug 22, 1999",ODI # 1485
Australia,India,Australia,8 wickets,Galle,"Aug 23, 1999",ODI # 1486
Sri Lanka,India,Sri Lanka,7 wickets,Colombo (RPS),"Aug 25, 1999",ODI # 1487
Sri Lanka,Australia,Australia,27 runs,Colombo (RPS),"Aug 26, 1999",ODI # 1488
Australia,India,Australia,41 runs,Colombo (SSC),"Aug 28, 1999",ODI # 1489
Sri Lanka,India,India,23 runs,Colombo (SSC),"Aug 29, 1999",ODI # 1490
Sri Lanka,Australia,Sri Lanka,8 wickets,Colombo (RPS),"Aug 31, 1999",ODI # 1491
West Indies,Zimbabwe,West Indies,6 wickets,Singapore,"Sep 2, 1999",ODI # 1492
India,Zimbabwe,India,115 runs,Singapore,"Sep 4, 1999",ODI # 1493
India,West Indies,West Indies,42 runs,Singapore,"Sep 5, 1999",ODI # 1494
India,West Indies,no result,,Singapore,"Sep 7, 1999",ODI # 1495
India,West Indies,West Indies,4 wickets,Singapore,"Sep 8, 1999",ODI # 1496
India,West Indies,India,8 wickets,Toronto,"Sep 11, 1999",ODI # 1497
India,West Indies,West Indies,70 runs,Toronto,"Sep 12, 1999",ODI # 1498
India,West Indies,India,88 runs,Toronto,"Sep 14, 1999",ODI # 1499
Pakistan,West Indies,Pakistan,15 runs,Toronto,"Sep 16, 1999",ODI # 1500
Pakistan,West Indies,Pakistan,42 runs,Toronto,"Sep 18, 1999",ODI # 1501
Pakistan,West Indies,Pakistan,7 wickets,Toronto,"Sep 19, 1999",ODI # 1502
Kenya,Zimbabwe,Zimbabwe,3 wickets,Nairobi (Gym),"Sep 25, 1999",ODI # 1503
India,South Africa,India,8 wickets,Nairobi (Gym),"Sep 26, 1999",ODI # 1504
South Africa,Zimbabwe,South Africa,9 wickets,Nairobi (Gym),"Sep 28, 1999",ODI # 1505
Kenya,India,India,58 runs,Nairobi (Gym),"Sep 29, 1999",ODI # 1506
Kenya,South Africa,South Africa,24 runs,Nairobi (Gym),"Sep 30, 1999",ODI # 1507
India,Zimbabwe,India,107 runs,Nairobi (Gym),"Oct 1, 1999",ODI # 1508
India,South Africa,South Africa,26 runs,Nairobi (Gym),"Oct 3, 1999",ODI # 1509
Bangladesh,West Indies,West Indies,73 runs,Dhaka,"Oct 8, 1999",ODI # 1510
Bangladesh,West Indies,West Indies,109 runs,Dhaka,"Oct 9, 1999",ODI # 1511
Sri Lanka,West Indies,West Indies,3 wickets,Sharjah,"Oct 13, 1999",ODI # 1512
Pakistan,West Indies,Pakistan,130 runs,Sharjah,"Oct 14, 1999",ODI # 1513
Pakistan,Sri Lanka,tied,,Sharjah,"Oct 15, 1999",ODI # 1514
Sri Lanka,West Indies,Sri Lanka,9 wickets,Sharjah,"Oct 17, 1999",ODI # 1515
Pakistan,Sri Lanka,Pakistan,118 runs,Sharjah,"Oct 18, 1999",ODI # 1516
Pakistan,West Indies,Pakistan,138 runs,Sharjah,"Oct 19, 1999",ODI # 1517
Zimbabwe,Australia,Australia,83 runs,Bulawayo,"Oct 21, 1999",ODI # 1518
Pakistan,Sri Lanka,Pakistan,88 runs,Sharjah,"Oct 22, 1999",ODI # 1519
Zimbabwe,Australia,Australia,9 wickets,Harare,"Oct 23, 1999",ODI # 1520
Zimbabwe,Australia,Australia,9 wickets,Harare,"Oct 24, 1999",ODI # 1521
India,New Zealand,New Zealand,43 runs,Rajkot,"Nov 5, 1999",ODI # 1522
India,New Zealand,India,174 runs,Hyderabad (Deccan),"Nov 8, 1999",ODI # 1523
India,New Zealand,India,14 runs,Gwalior,"Nov 11, 1999",ODI # 1524
India,New Zealand,New Zealand,48 runs,Guwahati,"Nov 14, 1999",ODI # 1525
India,New Zealand,India,7 wickets,Delhi,"Nov 17, 1999",ODI # 1526
Zimbabwe,Sri Lanka,no result,,Bulawayo,"Dec 11, 1999",ODI # 1527
Zimbabwe,Sri Lanka,Sri Lanka,13 runs,Bulawayo,"Dec 12, 1999",ODI # 1528
Zimbabwe,Sri Lanka,Sri Lanka,98 runs,Harare,"Dec 15, 1999",ODI # 1529
Zimbabwe,Sri Lanka,Sri Lanka,6 wickets,Harare,"Dec 18, 1999",ODI # 1530
Zimbabwe,Sri Lanka,Zimbabwe,6 wickets,Harare,"Dec 19, 1999",ODI # 1531
New Zealand,West Indies,New Zealand,3 wickets,Auckland,"Jan 2, 2000",ODI # 1532
New Zealand,West Indies,New Zealand,7 wickets,Taupo,"Jan 4, 2000",ODI # 1533
New Zealand,West Indies,New Zealand,4 wickets,Napier,"Jan 6, 2000",ODI # 1534
New Zealand,West Indies,New Zealand,8 wickets,Wellington,"Jan 8-9, 2000",ODI # 1535
Australia,Pakistan,Pakistan,45 runs,Brisbane,"Jan 9, 2000",ODI # 1536
India,Pakistan,Pakistan,2 wickets,Brisbane,"Jan 10, 2000",ODI # 1537
New Zealand,West Indies,New Zealand,20 runs,Christchurch,"Jan 11, 2000",ODI # 1538
Australia,India,Australia,28 runs,Melbourne,"Jan 12, 2000",ODI # 1539
Australia,India,Australia,5 wickets,Sydney,"Jan 14, 2000",ODI # 1540
Australia,Pakistan,Australia,6 wickets,Melbourne,"Jan 16, 2000",ODI # 1541
Australia,Pakistan,Australia,81 runs,Sydney,"Jan 19, 2000",ODI # 1542
India,Pakistan,Pakistan,32 runs,Hobart,"Jan 21, 2000",ODI # 1543
South Africa,Zimbabwe,South Africa,6 wickets,Johannesburg,"Jan 21, 2000",ODI # 1544
Australia,Pakistan,Australia,15 runs,Melbourne,"Jan 23, 2000",ODI # 1545
South Africa,England,England,9 wickets,Bloemfontein,"Jan 23, 2000",ODI # 1546
India,Pakistan,India,48 runs,Adelaide,"Jan 25, 2000",ODI # 1547
Australia,India,Australia,152 runs,Adelaide,"Jan 26, 2000",ODI # 1548
South Africa,England,South Africa,1 run,Cape Town,"Jan 26, 2000",ODI # 1549
India,Pakistan,Pakistan,104 runs,Perth,"Jan 28, 2000",ODI # 1550
England,Zimbabwe,Zimbabwe,104 runs,Cape Town,"Jan 28, 2000",ODI # 1551
Australia,India,Australia,4 wickets,Perth,"Jan 30, 2000",ODI # 1552
England,Zimbabwe,England,8 wickets,Kimberley,"Jan 30, 2000",ODI # 1553
Australia,Pakistan,Australia,6 wickets,Melbourne,"Feb 2, 2000",ODI # 1554
South Africa,Zimbabwe,Zimbabwe,2 wickets,Durban,"Feb 2, 2000",ODI # 1555
Australia,Pakistan,Australia,152 runs,Sydney,"Feb 4, 2000",ODI # 1556
South Africa,England,South Africa,2 wickets,East London,"Feb 4, 2000",ODI # 1557
South Africa,Zimbabwe,South Africa,53 runs,Port Elizabeth,"Feb 6, 2000",ODI # 1558
Pakistan,Sri Lanka,Sri Lanka,29 runs,Karachi,"Feb 13, 2000",ODI # 1559
South Africa,England,South Africa,38 runs,Johannesburg,"Feb 13, 2000",ODI # 1560
Pakistan,Sri Lanka,Sri Lanka,34 runs,Gujranwala,"Feb 16, 2000",ODI # 1561
Zimbabwe,England,England,5 wickets,Bulawayo,"Feb 16, 2000",ODI # 1562
New Zealand,Australia,no result,,Wellington,"Feb 17, 2000",ODI # 1563
Zimbabwe,England,England,1 wicket,Bulawayo,"Feb 18, 2000",ODI # 1564
New Zealand,Australia,Australia,5 wickets,Auckland,"Feb 19, 2000",ODI # 1565
Pakistan,Sri Lanka,Sri Lanka,104 runs,Lahore,"Feb 19, 2000",ODI # 1566
Zimbabwe,England,England,85 runs,Harare,"Feb 20, 2000",ODI # 1567
New Zealand,Australia,Australia,50 runs,Dunedin,"Feb 23, 2000",ODI # 1568
New Zealand,Australia,Australia,48 runs,Christchurch,"Feb 26, 2000",ODI # 1569
New Zealand,Australia,Australia,5 wickets,Napier,"Mar 1, 2000",ODI # 1570
New Zealand,Australia,New Zealand,7 wickets,Auckland,"Mar 3, 2000",ODI # 1571
India,South Africa,India,3 wickets,Kochi,"Mar 9, 2000",ODI # 1572
India,South Africa,India,6 wickets,Jamshedpur,"Mar 12, 2000",ODI # 1573
India,South Africa,South Africa,2 wickets,Faridabad,"Mar 15, 2000",ODI # 1574
India,South Africa,India,4 wickets,Vadodara,"Mar 17, 2000",ODI # 1575
India,South Africa,South Africa,10 runs,Nagpur,"Mar 19, 2000",ODI # 1576
India,South Africa,South Africa,10 wickets,Sharjah,"Mar 22, 2000",ODI # 1577
India,Pakistan,India,5 wickets,Sharjah,"Mar 23, 2000",ODI # 1578
Pakistan,South Africa,South Africa,3 wickets,Sharjah,"Mar 24, 2000",ODI # 1579
India,Pakistan,Pakistan,98 runs,Sharjah,"Mar 26, 2000",ODI # 1580
India,South Africa,South Africa,6 wickets,Sharjah,"Mar 27, 2000",ODI # 1581
Pakistan,South Africa,Pakistan,67 runs,Sharjah,"Mar 28, 2000",ODI # 1582
Pakistan,South Africa,Pakistan,16 runs,Sharjah,"Mar 31, 2000",ODI # 1583
West Indies,Zimbabwe,West Indies,87 runs,Kingston,"Apr 1, 2000",ODI # 1584
West Indies,Zimbabwe,West Indies,41 runs,Kingston,"Apr 2, 2000",ODI # 1585
Pakistan,Zimbabwe,Pakistan,5 wickets,St John's,"Apr 5, 2000",ODI # 1586
South Africa,Australia,South Africa,6 wickets,Durban,"Apr 12, 2000",ODI # 1587
West Indies,Pakistan,West Indies,96 runs,Kingstown,"Apr 12, 2000",ODI # 1588
South Africa,Australia,Australia,5 wickets,Cape Town,"Apr 14, 2000",ODI # 1589
Pakistan,Zimbabwe,Pakistan,6 wickets,St George's,"Apr 15, 2000",ODI # 1590
South Africa,Australia,South Africa,4 wickets,Johannesburg,"Apr 16, 2000",ODI # 1591
West Indies,Pakistan,West Indies,17 runs,St George's,"Apr 16, 2000",ODI # 1592
West Indies,Pakistan,Pakistan,17 runs,Bridgetown,"Apr 19, 2000",ODI # 1593
West Indies,Pakistan,West Indies,60 runs,Port of Spain,"Apr 22, 2000",ODI # 1594
West Indies,Pakistan,Pakistan,4 wickets,Port of Spain,"Apr 23, 2000",ODI # 1595
Bangladesh,Sri Lanka,Sri Lanka,9 wickets,Dhaka,"May 29, 2000",ODI # 1596
Bangladesh,India,India,8 wickets,Dhaka,"May 30-31, 2000",ODI # 1597
India,Sri Lanka,Sri Lanka,71 runs,Dhaka,"Jun 1, 2000",ODI # 1598
Bangladesh,Pakistan,Pakistan,233 runs,Dhaka,"Jun 2, 2000",ODI # 1599
India,Pakistan,Pakistan,44 runs,Dhaka,"Jun 3, 2000",ODI # 1600
Pakistan,Sri Lanka,Pakistan,7 wickets,Dhaka,"Jun 5, 2000",ODI # 1601
Pakistan,Sri Lanka,Pakistan,39 runs,Dhaka,"Jun 7, 2000",ODI # 1602
Sri Lanka,Pakistan,Sri Lanka,5 wickets,Galle,"Jul 5, 2000",ODI # 1603
Sri Lanka,South Africa,Sri Lanka,37 runs,Galle,"Jul 6, 2000",ODI # 1604
West Indies,Zimbabwe,Zimbabwe,6 wickets,Bristol,"Jul 6, 2000",ODI # 1605
Pakistan,South Africa,South Africa,18 runs,Colombo (RPS),"Jul 8, 2000",ODI # 1606
England,Zimbabwe,Zimbabwe,5 wickets,The Oval,"Jul 8, 2000",ODI # 1607
Sri Lanka,Pakistan,Sri Lanka,6 wickets,Colombo (RPS),"Jul 9, 2000",ODI # 1608
England,West Indies,no result,,Lord's,"Jul 9, 2000",ODI # 1609
Sri Lanka,South Africa,Sri Lanka,8 wickets,Colombo (SSC),"Jul 11, 2000",ODI # 1610
West Indies,Zimbabwe,Zimbabwe,70 runs,Canterbury,"Jul 11, 2000",ODI # 1611
Pakistan,South Africa,South Africa,7 wickets,Colombo (SSC),"Jul 12, 2000",ODI # 1612
England,Zimbabwe,England,8 wickets,Manchester,"Jul 13, 2000",ODI # 1613
Sri Lanka,South Africa,Sri Lanka,30 runs,Colombo (RPS),"Jul 14, 2000",ODI # 1614
England,West Indies,England,10 wickets,Chester-le-Street,"Jul 15, 2000",ODI # 1615
West Indies,Zimbabwe,Zimbabwe,6 wickets,Chester-le-Street,"Jul 16, 2000",ODI # 1616
England,Zimbabwe,England,52 runs,Birmingham,"Jul 18, 2000",ODI # 1617
England,West Indies,West Indies,3 runs,Nottingham,"Jul 20, 2000",ODI # 1618
England,Zimbabwe,England,6 wickets,Lord's,"Jul 22, 2000",ODI # 1619
Australia,South Africa,Australia,94 runs,Melbourne (Docklands),"Aug 16, 2000",ODI # 1620
Australia,South Africa,tied,,Melbourne (Docklands),"Aug 18, 2000",ODI # 1621
Australia,South Africa,South Africa,8 runs,Melbourne (Docklands),"Aug 20, 2000",ODI # 1622
New Zealand,Pakistan,Pakistan,12 runs,Singapore,"Aug 20, 2000",ODI # 1623
Pakistan,South Africa,Pakistan,28 runs,Singapore,"Aug 23, 2000",ODI # 1624
New Zealand,South Africa,South Africa,8 wickets,Singapore,"Aug 25, 2000",ODI # 1625
Pakistan,South Africa,South Africa,93 runs,Singapore,"Aug 27, 2000",ODI # 1626
Zimbabwe,New Zealand,New Zealand,7 wickets,Harare,"Sep 27, 2000",ODI # 1627
Zimbabwe,New Zealand,Zimbabwe,21 runs,Bulawayo,"Sep 30, 2000",ODI # 1628
Zimbabwe,New Zealand,Zimbabwe,6 wickets,Bulawayo,"Oct 1, 2000",ODI # 1629
Kenya,India,India,8 wickets,Nairobi (Gym),"Oct 3, 2000",ODI # 1630
Sri Lanka,West Indies,Sri Lanka,108 runs,Nairobi (Gym),"Oct 4, 2000",ODI # 1631
Bangladesh,England,England,8 wickets,Nairobi (Gym),"Oct 5, 2000",ODI # 1632
Australia,India,India,20 runs,Nairobi (Gym),"Oct 7, 2000",ODI # 1633
Pakistan,Sri Lanka,Pakistan,9 wickets,Nairobi (Gym),"Oct 8, 2000",ODI # 1634
New Zealand,Zimbabwe,New Zealand,64 runs,Nairobi (Gym),"Oct 9, 2000",ODI # 1635
England,South Africa,South Africa,8 wickets,Nairobi (Gym),"Oct 10, 2000",ODI # 1636
New Zealand,Pakistan,New Zealand,4 wickets,Nairobi (Gym),"Oct 11, 2000",ODI # 1637
India,South Africa,India,95 runs,Nairobi (Gym),"Oct 13, 2000",ODI # 1638
India,New Zealand,New Zealand,4 wickets,Nairobi (Gym),"Oct 15, 2000",ODI # 1639
India,Sri Lanka,Sri Lanka,5 wickets,Sharjah,"Oct 20, 2000",ODI # 1640
South Africa,New Zealand,no result,,Potchefstroom,"Oct 20, 2000",ODI # 1641
Sri Lanka,Zimbabwe,Sri Lanka,7 wickets,Sharjah,"Oct 21, 2000",ODI # 1642
South Africa,New Zealand,South Africa,6 wickets,Benoni,"Oct 22, 2000",ODI # 1643
India,Zimbabwe,India,13 runs,Sharjah,"Oct 22, 2000",ODI # 1644
Pakistan,England,England,5 wickets,Karachi,"Oct 24, 2000",ODI # 1645
Sri Lanka,Zimbabwe,Sri Lanka,123 runs,Sharjah,"Oct 25, 2000",ODI # 1646
South Africa,New Zealand,South Africa,115 runs,Centurion,"Oct 25, 2000",ODI # 1647
India,Zimbabwe,India,3 wickets,Sharjah,"Oct 26, 2000",ODI # 1648
Pakistan,England,Pakistan,8 wickets,Lahore,"Oct 27, 2000",ODI # 1649
India,Sri Lanka,Sri Lanka,68 runs,Sharjah,"Oct 27, 2000",ODI # 1650
South Africa,New Zealand,South Africa,5 wickets,Kimberley,"Oct 28, 2000",ODI # 1651
India,Sri Lanka,Sri Lanka,245 runs,Sharjah,"Oct 29, 2000",ODI # 1652
Pakistan,England,Pakistan,6 wickets,Rawalpindi,"Oct 30, 2000",ODI # 1653
South Africa,New Zealand,South Africa,6 wickets,Durban,"Nov 1, 2000",ODI # 1654
South Africa,New Zealand,South Africa,3 wickets,Cape Town,"Nov 4, 2000",ODI # 1655
India,Zimbabwe,India,3 wickets,Cuttack,"Dec 2, 2000",ODI # 1656
India,Zimbabwe,India,61 runs,Ahmedabad,"Dec 5, 2000",ODI # 1657
India,Zimbabwe,Zimbabwe,1 wicket,Jodhpur,"Dec 8, 2000",ODI # 1658
India,Zimbabwe,India,9 wickets,Kanpur,"Dec 11, 2000",ODI # 1659
India,Zimbabwe,India,39 runs,Rajkot,"Dec 14, 2000",ODI # 1660
South Africa,Sri Lanka,South Africa,4 wickets,Port Elizabeth,"Dec 15, 2000",ODI # 1661
South Africa,Sri Lanka,South Africa,95 runs,East London,"Dec 17, 2000",ODI # 1662
New Zealand,Zimbabwe,Zimbabwe,70 runs,Taupo,"Jan 2, 2001",ODI # 1663
New Zealand,Zimbabwe,New Zealand,8 wickets,Wellington,"Jan 4, 2001",ODI # 1664
New Zealand,Zimbabwe,Zimbabwe,1 wicket,Auckland,"Jan 7, 2001",ODI # 1665
South Africa,Sri Lanka,South Africa,8 wickets,Paarl,"Jan 9, 2001",ODI # 1666
Australia,West Indies,Australia,74 runs,Melbourne,"Jan 11, 2001",ODI # 1667
South Africa,Sri Lanka,South Africa,99 runs,Cape Town,"Jan 11, 2001",ODI # 1668
West Indies,Zimbabwe,West Indies,1 wicket,Brisbane,"Jan 13, 2001",ODI # 1669
Australia,West Indies,Australia,9 wickets,Brisbane,"Jan 14, 2001",ODI # 1670
South Africa,Sri Lanka,South Africa,5 wickets,Bloemfontein,"Jan 14, 2001",ODI # 1671
Australia,West Indies,Australia,28 runs,Sydney,"Jan 17, 2001",ODI # 1672
South Africa,Sri Lanka,Sri Lanka,4 runs,Johannesburg,"Jan 17, 2001",ODI # 1673
Australia,Zimbabwe,Australia,8 wickets,Melbourne,"Jan 21, 2001",ODI # 1674
West Indies,Zimbabwe,Zimbabwe,47 runs,Sydney,"Jan 23, 2001",ODI # 1675
West Indies,Zimbabwe,West Indies,77 runs,Adelaide,"Jan 25, 2001",ODI # 1676
Australia,West Indies,Australia,10 wickets,Adelaide,"Jan 26, 2001",ODI # 1677
Australia,Zimbabwe,Australia,86 runs,Sydney,"Jan 28, 2001",ODI # 1678
Australia,Zimbabwe,Australia,6 wickets,Hobart,"Jan 30, 2001",ODI # 1679
New Zealand,Sri Lanka,Sri Lanka,61 runs,Napier,"Jan 31, 2001",ODI # 1680
West Indies,Zimbabwe,West Indies,44 runs,Perth,"Feb 2, 2001",ODI # 1681
New Zealand,Sri Lanka,Sri Lanka,3 wickets,Wellington,"Feb 3, 2001",ODI # 1682
